Gender,Year,Mean age of parenthood,Age,Age-specific fertility rate
Female,1991,1.82,30 - 34,86.7
Female,1990,1.84,30 - 34,86.9
Female,1989,1.8,30 - 34,83.2
Female,1988,1.82,30 - 34,82.4
Female,1987,1.81,30 - 34,81.2
Female,1986,1.77,30 - 34,78
Female,1985,1.78,30 - 34,76.4
Female,1984,1.75,30 - 34,73.6
Female,1983,1.76,30 - 34,71.5
Female,1982,1.76,30 - 34,69.1
Female,1981,1.8,30 - 34,68.6
Female,1980,1.88,30 - 34,70.5
Female,1979,1.84,30 - 34,69
Female,1978,1.73,30 - 34,63.1
Female,1977,1.66,30 - 34,58.6
Female,1976,1.71,30 - 34,57.2
Female,1975,1.78,30 - 34,58
Female,1974,1.89,30 - 34,59.9
Female,1973,2,30 - 34,63.1
Female,1972,2.17,30 - 34,69.3
Female,1971,2.37,30 - 34,77.1
Female,1970,2.4,30 - 34,79.8
Female,1969,2.47,30 - 34,84.6
Female,1968,2.57,30 - 34,89
Female,1967,2.65,30 - 34,93
Female,1966,2.75,30 - 34,97.3
Female,1965,2.85,30 - 34,102.7
Female,1964,2.93,30 - 34,107.7
Female,2020,1.6,35 - 39,60.2
Female,2019,1.65,35 - 39,61.9
Female,2018,1.7,35 - 39,63.4
Female,2017,1.76,35 - 39,65.1
Female,2016,1.81,35 - 39,66.9
Female,2015,1.82,35 - 39,66
Female,2014,1.83,35 - 39,64.5
Female,2013,1.85,35 - 39,62.9
Female,2012,1.94,35 - 39,63.7
Female,2011,1.93,35 - 39,62.1
Female,2010,1.94,35 - 39,60.3
Female,2009,1.9,35 - 39,58.1
Female,2008,1.92,35 - 39,57.8
Female,2007,1.88,35 - 39,56.5
Female,2006,1.83,35 - 39,53.6
Female,2005,1.77,35 - 39,50.3
Female,2004,1.77,35 - 39,48.8
Female,2003,1.72,35 - 39,46.4
Female,2002,1.64,35 - 39,43
Female,2001,1.63,35 - 39,41.5
Female,2000,1.65,35 - 39,41.4
Female,1999,1.7,35 - 39,40.6
Female,1998,1.73,35 - 39,40.4
Female,1997,1.73,35 - 39,39.4
Female,1996,1.74,35 - 39,37.5
Female,1995,1.72,35 - 39,36.3
Female,1994,1.75,35 - 39,35.8
Female,1993,1.76,35 - 39,34.1
Female,1992,1.8,35 - 39,33.4
Female,1991,1.82,35 - 39,32.1
Female,1990,1.84,35 - 39,31.1
Female,1989,1.8,35 - 39,29.4
Female,1988,1.82,35 - 39,27.9
Female,1987,1.81,35 - 39,26.5
Female,1986,1.77,35 - 39,24.6
Female,1985,1.78,35 - 39,24.1
Female,1984,1.75,35 - 39,23.6
Female,1983,1.76,35 - 39,23.1
Female,1982,1.76,35 - 39,22.8
Female,1981,1.8,35 - 39,21.7
Female,1980,1.88,35 - 39,22.3
Female,1979,1.84,35 - 39,21.3
Female,1978,1.73,35 - 39,19.5
Female,1977,1.66,35 - 39,18.2
Female,1976,1.71,35 - 39,18.6
Female,1975,1.78,35 - 39,19.9
Female,1974,1.89,35 - 39,21.5
Female,1973,2,35 - 39,24.5
Female,1972,2.17,35 - 39,28.9
Female,1971,2.37,35 - 39,32.8
Female,1970,2.4,35 - 39,34.7
Female,1969,2.47,35 - 39,37.3
Female,1968,2.57,35 - 39,40.3
Female,1967,2.65,35 - 39,43.2
Female,1966,2.75,35 - 39,45.3
Female,1965,2.85,35 - 39,48.1
Female,1964,2.93,35 - 39,49.8
Female,2020,1.6,40 and over,16.1
Female,2019,1.65,40 and over,16.5
Female,2018,1.7,40 and over,16.1
Female,2017,1.76,40 and over,16.1
Female,2016,1.81,40 and over,15.9
Female,2015,1.82,40 and over,15.2
Female,2014,1.83,40 and over,14.7
Female,2013,1.85,40 and over,14.5
Female,2012,1.94,40 and over,14.6
Female,2011,1.93,40 and over,14.2
Female,2010,1.94,40 and over,13.4
Female,2009,1.9,40 and over,12.9
Female,2008,1.92,40 and over,12.6
Female,2007,1.88,40 and over,12
Female,2006,1.83,40 and over,11.4
Female,2005,1.77,40 and over,10.8
Female,2004,1.77,40 and over,10.4
Female,2003,1.72,40 and over,9.8
Female,2002,1.64,40 and over,9.1
Female,2001,1.63,40 and over,8.8
Female,2000,1.65,40 and over,8.3
Female,1999,1.7,40 and over,8.1
Female,1998,1.73,40 and over,7.9
Female,1997,1.73,40 and over,7.6
Female,1996,1.74,40 and over,7.2
Female,1995,1.72,40 and over,6.8
Female,1994,1.75,40 and over,6.4
Female,1993,1.76,40 and over,6.2
Female,1992,1.8,40 and over,5.8
Female,1991,1.82,40 and over,5.3
Female,1990,1.84,40 and over,5.3
Female,1989,1.8,40 and over,5.2
Female,1988,1.82,40 and over,5.1
Female,1987,1.81,40 and over,5.1
Female,1986,1.77,40 and over,4.8
Female,1985,1.78,40 and over,5
Female,1984,1.75,40 and over,4.9
Female,1983,1.76,40 and over,4.8
Female,1982,1.76,40 and over,4.7
Female,1981,1.8,40 and over,4.9
Female,1980,1.88,40 and over,4.8
Female,1979,1.84,40 and over,4.7
Female,1978,1.73,40 and over,4.5
Female,1977,1.66,40 and over,4.4
Female,1976,1.71,40 and over,4.8
Female,1975,1.78,40 and over,5.3
Female,1974,1.89,40 and over,5.8
Female,1973,2,40 and over,6.5
Female,1972,2.17,40 and over,7.6
Female,1971,2.37,40 and over,8.7
Female,1970,2.4,40 and over,9.2
Female,1969,2.47,40 and over,10.2
Female,1968,2.57,40 and over,11.2
Female,1967,2.65,40 and over,12.1
Female,1966,2.75,40 and over,12.5
Female,1965,2.85,40 and over,13.4
Female,1964,2.93,40 and over,13.7
